document_id,set,character_name,character_type,unit_quality_score
c267a4c7726d7310bef4c5f83e0019e1188d3163,train,Stillman,Supporting role character of Hero,0.0
17bd25b506b7f50d47cfb40b59ea6ffab6b4951e,train,Jack,Hero,0.34722911017928215
17bd25b506b7f50d47cfb40b59ea6ffab6b4951e,train,Leo,No Applicable Type,0.0
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Bubba,Supporting role character of Hero,0.0015162865019139144
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Cheryl,Supporting role character of Hero,0.053652874532230846
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Corny,Supporting role character of Hero,0.8344173847537515
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Gwen,Supporting role character of Hero,0.0
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Holden,Spouse/Partner/Lover of Hero,0.0
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Jack,Supporting role character of Hero,0.0
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Justine,Hero,0.0
a27c63de29c9417177b3f83c82de807eb33117c4,valid,Phil,Spouse/Partner/Lover of Hero,0.018521578972422226
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,Lorraine,Spouse/Partner/Lover of Hero,1.0
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,Michelle,Supporting role character of Hero,0.2831094932908662
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,Mike,Hero,1.0
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,Rob,Supporting role character of Hero,0.41101946573800197
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,Trent,Sidekick of Hero,0.30587104097113194
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Charlie,Supporting role character of Hero,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Hank,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Jim,Villain/Antagonist,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Karen,Spouse/Partner/Lover of Hero,0.9510616896488501
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Kenny,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Phil,Sidekick of Villain,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Sheriff,Villain/Antagonist,0.0
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Tom,Hero,0.9510616896488501
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,Wayne,Sidekick of Villain,0.0
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Alvin,Sidekick of Hero,0.2814698711153407
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Autumn,Spouse/Partner/Lover of Hero,0.023042796022040526
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Camille,Supporting role character of Hero,0.0
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Darnell,Supporting role character of Hero,0.0
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Joe,Sidekick of Hero,0.2814698711153407
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Lattimer,Sidekick of Hero,0.023042796022040526
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Louanne,Supporting role character of Hero,0.024079276105474265
87211e0c5ad23ebfd58f09f863e65060db626a25,train,Winters,Hero,0.0
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Anna,Spouse/Partner/Lover of Hero,0.30062346323683964
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Helen,Sidekick of Hero,0.0
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Kirill,Sidekick of Villain,0.36627580590247594
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Nikolai,Hero,0.30062346323683964
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Semyon,Villain/Antagonist,0.36627580590247594
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Stepan,Sidekick of Hero,0.0
12c71e2e83818722da4c99f8a6678756e261bd0d,train,Yuri,Supporting role character of Hero,0.3331007308606844
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Dieter,Supporting role character of Hero,0.28602645542086974
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Eddie,Supporting role character of Hero,0.3885294697160093
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Hammond,Mentor,0.325444074863121
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Kelly,Sidekick of Hero,0.0
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Ludlow,Supporting role character of Hero,0.28602645542086974
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Malcolm,Hero,1.0
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Nick,Sidekick of Hero,0.0
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Roland,Supporting role character of Hero,0.3885294697160093
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,Sarah,Spouse/Partner/Lover of Hero,1.0
58792a49551d4170f84cfe956dd65d4445127eb5,test,Biggs,Supporting role character of Villain,0.0
58792a49551d4170f84cfe956dd65d4445127eb5,test,Gerard,Villain/Antagonist,0.0422362862943693
58792a49551d4170f84cfe956dd65d4445127eb5,test,Helen,Spouse/Partner/Lover of Hero,0.5159201187345325
58792a49551d4170f84cfe956dd65d4445127eb5,test,Kimble,Hero,0.5159201187345325
58792a49551d4170f84cfe956dd65d4445127eb5,test,Newman,Supporting role character of Villain,0.0
58792a49551d4170f84cfe956dd65d4445127eb5,test,Nichols,Villain/Antagonist,0.014206091711601629
58792a49551d4170f84cfe956dd65d4445127eb5,test,Poole,Supporting role character of Villain,0.5301262104461341
58792a49551d4170f84cfe956dd65d4445127eb5,test,Renfro,Supporting role character of Villain,0.014206091711601629
58792a49551d4170f84cfe956dd65d4445127eb5,test,Sykes,Sidekick of Villain,0.5913299676905742
539820446deb3ce21345734906bdb9183a203477,train,Leonard,Supporting role character of Hero,0.0
539820446deb3ce21345734906bdb9183a203477,train,Paula,Spouse/Partner/Lover of Hero,0.3208282763301332
539820446deb3ce21345734906bdb9183a203477,train,Sayer,Hero,1.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Alan,Sidekick of Hero,0.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Dillinger,Supporting role character of Villain,0.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Flynn,Hero,0.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Lora,Sidekick of Hero,0.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Ram,Sidekick of Hero,0.9519656521529621
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Sark,Sidekick of Villain,0.9519656521529621
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Tron,Sidekick of Hero,0.0
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,Yori,Sidekick of Hero,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Barnett,Supporting role character of Hero,0.05963887259383616
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Bill,Supporting role character of Villain,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Green,Sidekick of Villain,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Kenny,Sidekick of Villain,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Opal,Supporting role character of Hero,0.05963887259383616
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Reese,Sidekick of Hero,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Tom,Hero,0.0
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Triplette,Supporting role character of Hero,0.05963887259383616
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,Wade,Villain/Antagonist,0.0
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Brody,Hero,1.0
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Ellen,Spouse/Partner/Lover of Hero,0.29418690460300617
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Hendricks,Supporting role character of Hero,0.39531870677635095
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Jackie,Hero,0.0
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Mike,No Applicable Type,0.0
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Sean,Supporting role character of Hero,0.39531870677635095
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,Vaughn,Supporting role character of Hero,0.39531870677635095
f526defcbb1fd90d95659ca052d75535714317c7,train,Catherine,Spouse/Partner/Lover of Hero,0.1795500338505586
f526defcbb1fd90d95659ca052d75535714317c7,train,Henry,Sidekick of Hero,0.0
f526defcbb1fd90d95659ca052d75535714317c7,train,Julia,No Applicable Type,0.0
f526defcbb1fd90d95659ca052d75535714317c7,train,Miriam,Sidekick of Hero,0.0
f526defcbb1fd90d95659ca052d75535714317c7,train,Novak,Sidekick of Hero,0.0
f526defcbb1fd90d95659ca052d75535714317c7,train,Stargher,Villain/Antagonist,0.0
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Caravaggio,Supporting role character of Hero,0.39847696565919866
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Clifton,Supporting role character of Hero,0.0
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Hana,Hero,0.0
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Katharine,Spouse/Partner/Lover of Hero,1.0
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Kip,Supporting role character of Hero,1.0
24f863da340a78cecf3912d0df852c0518ac7ff8,test,Madox,Supporting role character of Hero,0.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,Henri,Villain/Antagonist,1.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,John,Mentor,0.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,Mark,Villain/Antagonist,0.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,Sam,Supporting role character of Hero,0.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,Sarah,Sidekick of Hero,0.0
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,Six,Supporting role character of Hero,0.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Adrian,Spouse/Partner/Lover of Hero,1.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Apollo,Villain/Antagonist,1.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Jergens,Supporting role character of Hero,0.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Mickey,Sidekick of Hero,0.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Paulie,Supporting role character of Hero,1.0
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,Rocky,Hero,1.0
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Han,Sidekick of Hero,0.04945999212233962
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Lando,Supporting role character of Hero,0.8931130157593458
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Leia,Sidekick of Hero,0.05742699211831474
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Luke,Hero,0.8931130157593458
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Vader,Villain/Antagonist,0.8931130157593458
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,Yoda,Mentor,0.8931130157593458
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Andre,Villain/Antagonist,0.4041667523095183
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Harry,Sidekick of Hero,0.27838935619730537
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Lloyd,Hero,1.0
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Mary,Spouse/Partner/Lover of Hero,0.31744389149317626
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Mental,Villain/Antagonist,0.27838935619730537
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,Shay,Sidekick of Villain,0.4041667523095183
16d2797bb0e9b1065b22dada221e1628e285ba0b,train,Adam,Supporting role character of Hero,0.34290985781016387
16d2797bb0e9b1065b22dada221e1628e285ba0b,train,Betty,Hero,0.34290985781016387
16d2797bb0e9b1065b22dada221e1628e285ba0b,train,Rita,Hero,0.3150954228009237
a3bb8accd000ee75a56ea794ba66140f97941a07,train,Concannon,Villain/Antagonist,0.0
a3bb8accd000ee75a56ea794ba66140f97941a07,train,Galvin,Hero,1.0
a3bb8accd000ee75a56ea794ba66140f97941a07,train,Laura,Spouse/Partner/Lover of Hero,1.0
a3bb8accd000ee75a56ea794ba66140f97941a07,train,Mickey,Sidekick of Hero,0.0
7bb6637685c09c5f743f71eec12dca2ff6ff67dd,test,Jimmy,Hero,0.9396109439979518
7bb6637685c09c5f743f71eec12dca2ff6ff67dd,test,Judy,Spouse/Partner/Lover of Hero,0.2654943386754909
0ea04863a357ed4f91b9427d73a817f6dbf153db,train,Helmut,Hero,1.0
0ea04863a357ed4f91b9427d73a817f6dbf153db,train,Keltner,Sidekick of Hero,0.0
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Avery,Spouse/Partner/Lover of Hero,1.0
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Cush,Supporting role character of Villain,0.0
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Dorothy,Spouse/Partner/Lover of Hero,0.31227739577088176
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Jerry,Hero,1.0
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Ray,Supporting role character of Hero,0.3851864074182452
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Sugar,Villain/Antagonist,0.3851864074182452
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,Tidwell,Supporting role character of Hero,0.3851864074182452
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Elaine,Spouse/Partner/Lover of Hero,0.0
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Hank,Supporting role character of Hero,0.9532791601917361
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Lainey,Supporting role character of Hero,0.0
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Nicola,Supporting role character of Hero,0.0
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Simone,Sidekick of Hero,0.026940668803984425
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,Viktor,Hero,0.0
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Austin,Hero,1.0
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Felicity,Spouse/Partner/Lover of Hero,1.0
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Frau,Sidekick of Villain,0.0
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Ivana,Supporting role character of Villain,0.41934898864055103
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Scott,Supporting role character of Villain,0.0
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,Vanessa,Spouse/Partner/Lover of Hero,1.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Brown,Mentor,0.39847696565919855
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Donovan,Supporting role character of Hero,0.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Dorn,Supporting role character of Hero,0.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Harris,Supporting role character of Hero,1.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Hayes,Supporting role character of Hero,0.3270527932944362
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Lynn,Spouse/Partner/Lover of Hero,1.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Rachel,Supporting role character of Hero,0.0
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Taylor,Hero,0.39847696565919855
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,Vaughn,Supporting role character of Hero,0.39847696565919855
b58473f7fde05dde2fb4d5512f35b609b402edac,valid,Eve,Supporting role character of Hero,0.3104943886206429
b58473f7fde05dde2fb4d5512f35b609b402edac,valid,Moon,No Applicable Type,1.0
b58473f7fde05dde2fb4d5512f35b609b402edac,valid,Sam,Hero,1.0
b58473f7fde05dde2fb4d5512f35b609b402edac,valid,Tess,Spouse/Partner/Lover of Hero,0.3104943886206429
ef6814cbec254290475674b3f894c936da686503,train,Bower,Hero,0.0
ef6814cbec254290475674b3f894c936da686503,train,Gallo,Spouse/Partner/Lover of Hero,0.0
ef6814cbec254290475674b3f894c936da686503,train,Leland,Supporting role character of Villain,0.0
ef6814cbec254290475674b3f894c936da686503,train,Nadia,Sidekick of Hero,0.0
ef6814cbec254290475674b3f894c936da686503,train,Payton,Spouse/Partner/Lover of Villain,0.0
d5c598dd8f918bb029fe39ac3308758894ad3110,train,Captain,Villain/Antagonist,0.0
d5c598dd8f918bb029fe39ac3308758894ad3110,train,Gregoire,Supporting role character of Hero,0.0
d5c598dd8f918bb029fe39ac3308758894ad3110,train,Paul,Hero,0.9357685402783957
d5c598dd8f918bb029fe39ac3308758894ad3110,train,Tatiana,Spouse/Partner/Lover of Hero,1.0
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Adele,Spouse/Partner/Lover of Hero,0.7800412676160344
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Caden,Hero,1.0
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Claire,Spouse/Partner/Lover of Hero,0.7800412676160344
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Hazel,Supporting role character of Hero,0.7800412676160344
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Olive,Supporting role character of Hero,0.12970409047660114
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,Sammy,Supporting role character of Hero,0.12970409047660114
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Bess,Spouse/Partner/Lover of Villain,0.0
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Dee,Supporting role character of Hero,0.0
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Elizabeth,Spouse/Partner/Lover of Hero,0.0
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Mary,Spouse/Partner/Lover of Hero,0.0
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Raleigh,Sidekick of Hero,1.0
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,Walsingham,Hero,0.0
3e28fa248296a262c195c999cbb34d4c15ecb890,train,Belle,Spouse/Partner/Lover of Hero,0.9575611527574902
3e28fa248296a262c195c999cbb34d4c15ecb890,train,Jean,Hero,1.0
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Barnard,Sidekick of Hero,0.2814698711153407
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Chang,Sidekick of Hero,0.023042796022040526
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Conway,Hero,0.9339653897490956
76eac45695a363b5019846687ffc55dd2e97fbb3,test,George,Sidekick of Hero,0.0
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Gloria,Supporting role character of Hero,0.0
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Lama,Supporting role character of Hero,0.33712238481915846
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Lovett,Sidekick of Hero,0.2814698711153407
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Maria,Supporting role character of Hero,0.01891253812338979
76eac45695a363b5019846687ffc55dd2e97fbb3,test,Sondra,Spouse/Partner/Lover of Hero,0.2814698711153407
