document_id,set,summary
1995b44b685baf07ae17d56bb810ab8295785010,train,"Dominick ""Dom"" Cobb and Arthur are ""extractors"": they perform corporate espionage using experimental military technology to infiltrate their targets' subconscious and extract information through a shared dream world. Their latest target, Saito, reveals he arranged their mission to test Cobb for a seemingly impossible job: implanting an idea in a person's subconscious, or ""inception"". Saito wants Cobb to convince Robert, the son of Saito's ailing competitor Maurice Fischer, to dissolve his father's company. In return, Saito promises to clear Cobb's criminal status, which prevents him from returning home to his children.

Cobb accepts the offer and assembles his team: Eames, an identity forger; Yusuf, a chemist with a sedative for the ""dream within a dream"" strategy; and Ariadne, an architecture student tasked with designing the dream's labyrinth, recruited through Cobb's father-in-law, Professor Stephen Miles. Ariadne discovers that Cobb's subconscious houses an invasive projection of his late wife, Mal. After Maurice dies, Robert accompanies the body on a ten-hour flight, where the team, including Saito, sedate him into a shared dream. At each dream level, the person generating the dream stays behind to set up a ""kick"" to awaken the other team members from the deeper dream, coordinated by the playing of song ""Non, je ne regrette rien"" as an auditory cue; these kicks must occur simultaneously, despite time flowing faster in each successive level.

The first level is Yusuf's dream of a rainy Los Angeles. The team abducts Robert, but are attacked by projections from his subconscious. Saito is wounded, and Cobb reveals that while dying in the dream would normally waken dreamers, the sedatives stabilizing the multi-level dream will instead send them into ""limbo"": a world of infinite subconscious in which dreamers risk forgetting they are in a dream. Eames impersonates Robert's godfather, Peter Browning, to suggest that Robert reconsider his father's will. Cobb tells Ariadne that he and Mal entered limbo while experimenting with the dream-sharing technology. Sedated for five hours of real time, they spent fifty years in a dream world. When Mal refused to return to reality, Cobb used a rudimentary form of inception by reactivating her totem, an object dreamers use to distinguish dreams from reality. After waking up, Mal still believed she was dreaming. Attempting to ""wake up"" for real, she committed suicide and framed Cobb for her death to force him to do the same. Cobb fled the U.S., leaving his children in Miles' care. Yusuf drives the team in a van as they are sedated into the second level, a hotel dreamed by Arthur. Cobb persuades Robert that he has been kidnapped by Browning, and that Cobb is his subconscious protector, leading Robert into another level in a ruse to enter Robert's subconscious.

The team infiltrate the third level, a fortified mountain hospital dreamed by Eames, and hold off the guards as Saito takes Robert into the equivalent of his subconscious. Yusuf, pursued by Robert's projections in the first level, deliberately drives off a bridge, initiating his kick too soon. This causes an avalanche in Eames' level, and removes gravity on Arthur's level, forcing Arthur to improvise a new kick synchronized with the van hitting the water. Mal's projection emerges in Eames' level and kills Robert; Cobb kills Mal, and Saito succumbs to his wounds. Cobb and Ariadne enter limbo to rescue Robert and Saito, while Eames prepares a kick by rigging the hospital with explosives.

Cobb makes peace with his guilt over Mal's death. Ariadne kills Mal's projection and wakes Robert up with a kick. Revived at the third level, he discovers the planted idea: a projection of his dying father telling him to be his own man. While Cobb searches for Saito in limbo, the others ride the synchronized kicks back to reality. Cobb finds an aged Saito and reminds him of their agreement. The dreamers all awaken on the plane, and Saito makes a phone call.

Arriving at Los Angeles International Airport, Cobb passes the U.S. immigration checkpoint and Miles accompanies him to his home. Using Mal's totem--a top that spins indefinitely in a dream--to test if he is indeed in the real world, Cobb does not observe the result and instead joins his children."
b2a83c1052aa7752a5dbbb8da2e2688dc385f0ed,test,"The story of the rise of politician Willie Stark from a rural county seat to the governor's mansion is depicted in the film. He goes into politics, railing against the corruptly run county government, but loses his race for county treasurer, in the face of unfair obstacles placed by the local machine. Stark teaches himself law, and as a lawyer, continues to fight the local establishment, championing the local people and gaining popularity. He eventually rises to become a candidate for governor, narrowly losing his first race, then winning on his second attempt. Along the way he loses his innocence and becomes as corrupt as the politicians he once fought against.  As he rises, Stark philanders and gets involved with many women, taking his PR man/journalist Jack Burden's own girlfriend, Anne Stanton, as his mistress.

Stark's son Tommy drinks to deal with his feelings about his father, eventually crashes his car, injuring himself and killing his female passenger. When Stark bullies Tommy into playing a football game, Tommy becomes paralyzed after a brutal hit.

Stark, who had always dealt with those who got in his way by any means, begins to see  his world start to unravel and he discovers that not everyone can be bought off.

The story has a complex series of relationships. All is seen through the eyes of the journalist, Jack Burden, who admires Stark and even when disillusioned still sticks by him. Stark's campaign assistant, Sadie  is clearly in love with Stark  and wants him to leave his wife, Lucy. When Stark's reputation is brought into disrepute by Judge Stanton (Anne's uncle), he seeks to blacken the judge's name. When Jack finds evidence of the judge's possible wrongdoing, a quarter century earlier, he hides it from Stark. Anne gives the evidence to Stark, who uses it against her uncle, who immediately commits suicide. Anne seems to forgive Stark, but her brother, Adam, the surgeon who helped save Tommy's life after the car crash, cannot. After Stark wins an impeachment investigation, Adam assassinates Stark. The doctor in turn is shot down by Sugar Boy, Stark's fawning assistant. Having lost their respect for him, Jack and Anne agree to find a way to destroy Stark's reputation just as he dies."
069ba0ceb78ef8fe8a193b7b4f225938f2044f0c,test,"In 1996, psychopathic career criminal Simon Phoenix kidnaps a busload of hostages and takes refuge in an abandoned building. LAPD Sergeant John Spartan runs a thermal scan of the building; finding no trace of the hostages, he leads an unauthorized assault to capture Phoenix. Phoenix sets off explosives to destroy the building; the hostages' corpses are later found in the rubble, and Phoenix claims Spartan knew about them and attacked anyway. Both men are sentenced to lengthy terms in the city's new ""California Cryo-Penitentiary"", a prison in which convicts are cryogenically frozen and exposed to subliminal rehabilitation techniques.

In 2032, the city of San Angeles - a megalopolis formed from the merger of Los Angeles, San Diego, and Santa Barbara - is a seemingly peaceful utopia designed and run by Dr. Raymond Cocteau. Phoenix is thawed for a parole hearing and escapes from the cryo-prison by saying a secret password, without knowing how he had learned it. He subsequently murders his guards and the warden, making his way into the city where he easily overpowers and kills several Police officers who have never had to deal with violent crime. Lieutenant Lenina Huxley reasons that they will need a Police Officer with the experience and mindset necessary to anticipate Phoenix's actions, and recommends having Spartan paroled and reinstated to apprehend Phoenix again. Upon release, Spartan finds life in San Angeles to be depressing and oppressive, since all types of behavior deemed immoral or unhealthy have been declared illegal; conversely, many other members of the police force view Spartan as savage and uncivilized, with the exception of Huxley (who idolizes his exploits and the 20th century).

Anticipating that Phoenix will attempt to secure firearms, Spartan leads Huxley to a museum and finds him looting an exhibit of weapons. To Spartan's surprise, Phoenix is even deadlier than before, having acquired an impressive array of martial arts skills and is stronger than their last confrontation. Phoenix escapes and holds Cocteau at gunpoint, but is unable to kill him, as Cocteau had implanted a command to prevent Phoenix from killing him, and instead ordered him to kill Edgar Friendly, the leader of a resistance group called the Scraps who refuse to conform.

Spartan and Huxley witness this exchange on security cameras and review the cryo-prison records. All prisoners are subject to subliminal behavioral conditioning and skills training but Phoenix's ""rehabilitation program"" had been altered to make him even more dangerous. Spartan's rehabilitation meanwhile trained him to knit and sew. Spartan and Huxley deduce that the target must be Edgar Friendly, the leader of the last non-conformists in San Angeles who live underground and periodically raid the surface for ""scraps"". Phoenix convinces Cocteau to release additional cryo prisoners for his gang, and he leads them underground to pursue Friendly. Spartan and Huxley locate the Scraps and confront Friendly in the underground ruins, saving him from an assassination attempt by Phoenix. Phoenix taunts Spartan with the revelation that he had framed Spartan for the deaths of the 1996 hostages, who were already dead when the building exploded. Phoenix escapes to the cryo-prison, and Spartan pursues him with weapons provided by the Scraps.

Unable to harm Cocteau, Phoenix has one of his gang kill him instead and begins thawing out the cryo-prison's most dangerous convicts. Spartan incapacitates Huxley for her protection and fights Phoenix, breaking a vial of a cryogenic chemical that rapidly freezes Phoenix's body solid. Spartan kicks his head off, shattering it, and escapes as the uncontrolled quick-freezing effect triggers an explosion that destroys the cryo-prison. The police fear that the loss of Cocteau and the cryo-prison will end society as they know it, but Spartan suggests that they and the Scraps work together to combine the best aspects of order and personal freedom. He kisses Huxley and they leave together."
ea6f69c29b491c58796029a66f029e552db2819d,test,"In 1988 Rome, famous film director Salvatore Di Vita returns home late one evening, where his girlfriend sleepily tells him that his mother called to say someone named Alfredo has died. Salvatore obviously shies from committed relationships and has not been to his home village of Giancaldo, Sicily in thirty years. As his girlfriend asks him who Alfredo is, Salvatore flashes back to his childhood.

A few years after World War II, eight-year-old Salvatore is the mischievous, intelligent son of a war widow. Nicknamed Toto, he discovers a love for films and spends every free moment at the movie house Cinema Paradiso. Although they initially start off on tense terms, he develops a friendship with the middle-aged projectionist, Alfredo, who often lets him watch movies from the projection booth. During the shows, the audience can be heard booing when there are missing sections, causing the films to suddenly jump, bypassing a critical romantic kiss or embrace. The local priest had ordered these sections censored, and the deleted scenes are piled on the projection room floor.

Alfredo eventually teaches Salvatore how to operate the film projector. Cinema Paradiso catches fire as Alfredo is projecting The Firemen of Viggiu after hours, on the wall of a nearby house. Salvatore saves Alfredo's life, but not before a reel of nitrate film explodes in Alfredo's face, leaving him permanently blind. The movie house is rebuilt by a town citizen, Ciccio, who invests his football lottery winnings. Salvatore, still a child, is hired as the new projectionist, as he is the only person who knows how to run the machines.

About a decade later, Salvatore, now in high school, is still operating the projector at the ""Nuovo Cinema Paradiso"". His relationship with the blind Alfredo has strengthened, and Salvatore often looks to him for help - advice that Alfredo often dispenses by quoting classic films. Salvatore has been experimenting with film, using a home movie camera, and he has met, and captured on film, Elena, daughter of a wealthy banker. Salvatore woos - and wins - Elena's heart, only to lose her due to her father's disapproval.

As Elena and her family move away, Salvatore leaves town for compulsory military service. His attempts to write to Elena are fruitless; his letters are returned as undeliverable. Upon his return from the military, Alfredo urges Salvatore to leave Giancaldo permanently, counseling that the town is too small for Salvatore to ever find his dreams. Moreover, the old man tells him, once Salvatore leaves, he must pursue his destiny wholeheartedly, never looking back and never returning, even to visit; he must never give in to nostalgia or even write or think about them. They tearfully embrace, and Salvatore leaves town to pursue his future as a filmmaker.

Salvatore has obeyed Alfredo, but he returns home to attend Alfredo's funeral. Though the town has changed greatly, he now understands why Alfredo thought it was important that he leave. Alfredo's widow tells him that the old man followed Salvatore's successes with pride and he left him something -- an unlabeled film reel and the old stool that Salvatore once stood on to operate the projector. Salvatore learns that Cinema Paradiso is to be demolished to make way for a parking lot. At the funeral, he recognizes the faces of many people who attended the cinema when he was the projectionist.

Salvatore returns to Rome. He watches Alfredo's reel and discovers it comprises all the romantic scenes that the priest had ordered Alfredo to cut from the movies; Alfredo had spliced the sequences together to form a single unreduced film of aching desire and lustful frenzy. Salvatore has made peace with his past with tears in his eyes."
91293cd81f021de45cffd363ef81dd95d2c122a3,train,"Gomez Addams laments the 25-year absence of his brother Fester, who disappeared after the two had a falling-out. Gomez's lawyer Tully Alford owes money to loan shark Abigail Craven, and notices that her son Gordon closely resembles Fester. Tully proposes that Gordon pose as Fester to infiltrate the Addams household and find the hidden vault where they keep their vast riches. Tully and his wife Margaret attend a sASance at the Addams home led by Grandmama in which the family tries to contact Fester's spirit. Gordon arrives, posing as Fester, while Abigail poses as psychiatrist Dr. Pinder-Schloss and tells the family that Fester had been lost in the Bermuda Triangle for the past 25 years.

Gomez, overjoyed to have Fester back, takes him to the family vault to view home movies from their childhood. Gordon learns the reason for the brothers' falling-out: Gomez was jealous of Fester's success with women, and wooed the conjoined twins Flora and Fauna Amor away from him out of envy. Gomez starts to suspect that ""Fester"" is an impostor when he is unable to recall important details about their past. Gordon attempts to return to the vault, but is unable to get past a booby trap. Gomez's wife Morticia reminds ""Fester"" of the importance of family amongst the Addamses and of their vengeance against those who cross them. Fearing that the family is getting wise to their con, Abigail (under the guise of Dr. Pinder-Schloss) convinces Gomez that his suspicions are due to displacement.

Gordon grows closer to the Addams family, particularly the children Wednesday and Pugsley, whom he helps to prepare a swordplay sequence for a school play. The Addamses throw a large party with their extended family and friends to celebrate Fester's return, during which Abigail plans to break into the vault. Wednesday overhears Abigail and Gordon discussing their scheme, and escapes them by hiding in the family cemetery. Tully learns that Fester, as the eldest brother, is the executor of the Addams estate and therefore technically owns the entire property. With the help of the Addamses' neighbor Judge George Womack, who Gomez has repeatedly angered by hitting golf balls at his house, Tully procures a restraining order against the family, banning them from the estate. Gomez attempts to fight the order in court, but Judge Womack rules against him out of spite.

While Abigail, Gordon, and Tully try repeatedly and unsuccessfully to get past the booby trap blocking access to the vault, the Addams family is forced to move into a motel and find jobs. Morticia tries her hand as a preschool teacher, Wednesday and Pugsley sell toxic lemonade, and Thingathe family's animate disembodied handabecomes a courier. Gomez, despondent, sinks into depression and lethargy.

Morticia returns to the Addams home to confront Fester and is captured by Abigail and Tully, who torture her in an attempt to learn how to access the vault. Thing observes this and informs Gomez using Morse code, who gathers the family and rushes to Morticia's rescue. Abigail threatens Morticia's life if Gomez does not surrender the family fortune. Fed up with his mother's behavior and constant berating, Gordon turns against Abigail. Using a magical book which projects its contents into reality, he unleashes a hurricane in the house, which strikes his own head with lightning and launches Tully and Abigail out of a window and into open graves dug for them by Wednesday and Pugsley.

Gordon turns out to actually have been Fester all along, having suffered amnesia after being lost in the Bermuda Triangle and turning up in Miami, where Abigail had taken him in. The lightning strike has restored his memory and he is enthusiastically welcomed back into the Addams household. With the family whole again, Morticia informs Gomez that she is pregnant."
d5b32abd0fe5966b8c619084932c5d832d51f063,test,"In New York City in 1991, Alyssa ""Ally"" Craig is waiting with her mother for the subway, when they are mugged by two young men, who shoot her mother after boarding the train.

Ten years later, Ally is a student at New York University (NYU), and lives with her father, Neil, a New York Police Department detective. Tyler Hawkins audits classes at NYU and works at the university bookstore. He has a strained relationship with his workaholic businessman father, Charles, because his older brother, Michael, died by suicide years before. Charles ignores his youngest child, Caroline, of whom Tyler is protective.

One night, with his roommate, Aidan, Tyler gets involved in somebody else's fight, and is arrested by Neil. Aidan calls Charles to bail Tyler out, but he does not stick around to have a conversation with his father. Aidan sees Neil dropping Ally off, realizing that she is his daughter. He approaches Tyler with the idea to get back at the detective by persuading him to sleep with and dump Ally. Tyler and Ally go to dinner, kiss at the end of the night, and continue seeing one another. While at Tyler's apartment, Aidan convinces the pair to go to a party, after which Ally is very drunk, and ends up throwing up. She passes out before Tyler can get her to tell him Neil's phone number. The following day, she and her father argue. Neil slaps her, and Ally flees back to Tyler's apartment.

Caroline, a budding artist, is featured in an art show, and Tyler asks his father to attend the show. When he fails to show up, Caroline is heartbroken and Tyler confronts him in a board room filled with people, which causes his father's frustration to boil over. Neil's partner recognizes Tyler with Ally on a train, so Neil breaks into Tyler's apartment, and confronts him. Tyler provokes Neil by confessing to Aidan's plan and his initial reason for meeting Ally, which forces Tyler to confess to Ally. She leaves and returns home. Aidan visits Ally at her father's home to explain that he is to blame, and Tyler is genuinely in love with her.

Caroline is bullied by classmates at a birthday party where they cut a chunk of her hair off. Ally and Aidan visit Tyler's mother's apartment, where Caroline is sobbing. Tyler accompanies his sister back to school, and when her classmates tease her for her new haircut, Tyler turns violent, and ends up in jail. Charles is impressed that Tyler stood up for his sister, and they connect. Charles asks Tyler to meet with the lawyers at his office.

Tyler spends the night with Ally, and they reveal they love each other after making love. Charles takes Caroline to school. He calls Tyler to let him know this, and explains that he will be late. Tyler is happy that his father is spending time with Caroline. He tells Charles that he will wait in his office. He looks on Charles's computer, featuring a slideshow of pictures with Tyler, Michael, and Caroline when they were younger.

After Charles drops Caroline off at school, she sits in her classroom, where the teacher writes the date on the blackboard as September 11, 2001. Tyler looks out the window of his father's office, which is revealed to be located on the 101st floor of the North Tower of the World Trade Center. Once the terrorist attacks begin, the rest of the family, Aidan and Ally, look at the towers before the camera pans over the rubble, showing Tyler's diary. In a voice-over of his diary, Tyler reveals to Michael that he loves him, and he forgives him for killing himself. Tyler is buried next to Michael.

Some time later, Caroline and Charles seem to have a healthy father-daughter relationship. Aidan, who has since gotten a tattoo of Tyler's name on his arm, is working hard in school, and Ally gets on the subway at the same spot where her mother was killed."
cb456274929bf53ca118acacea7175e9f25c99bd,train,"In 1941, bugler and career soldier Private Robert E. Lee Prewitt transfers to a rifle company at Schofield Barracks on the island of Oahu. Because Prewitt was also a boxer, Captain Dana ""Dynamite"" Holmes wants him on his regimental team. Prewitt refuses because he stopped fighting after he blinded a friend. Holmes makes Prewitt's life miserable; and ultimately orders First Sergeant Milton Warden to prepare a court-martial. Warden successfully suggests doubling Prewitt's company punishment as an alternative. Prewitt is hazed by other non-commissioned officers and is supported only by his close friend, Private Angelo Maggio.

Prewitt and Maggio join a social club where Prewitt becomes attracted to Lorene. At the club, Maggio gets into an argument with stockade Sergeant Judson. Later, at a local bar, Judson provokes Maggio and the two nearly come to blows before Warden intervenes.

Warden, despite warning from another sergeant, risks prison after beginning an affair with Holmes' wife, Karen. Karen's marriage to Holmes is fraught with his unfaithfulness which was exacerbated after the stillbirth of a child and Karen's subsequent infertility. Karen encourages Warden to become an officer which would enable her to divorce Holmes and marry him.

Maggio is sentenced to the stockade after walking off guard duty and getting drunk. This results in harsh treatment at the hands of Judson.  Prewitt discovers Lorene's name is really Alma and her goal is to make enough money at the club to return to the mainland and live a proper life. Prewitt tells her his career is in the military, and the two contemplate if they have a future together.

A sergeant named Galovitch, who is a member of Holmes' boxing team, picks a fight with Prewitt. The fight is reported to Holmes who observes it without intervening. Prewitt gets the best of Galovitch, and Holmes learns Galovitch started the fight, but Holmes issues no punishment. Higher-ranking officers observe Holmes' conduct and force his resignation in lieu of a court martial.

Maggio escapes the stockade after a brutal beating from Judson. His injuries are aggravated during his escape and he dies in Prewitt's arms.  Prewitt seeks revenge against Judson and the two stab each other in a back alley.  Judson dies from his wounds and Prewitt, severely injured, goes absent without leave and stays with Lorene. Warden covers for his absence.

The captain that replaces Holmes demotes Galovitch and affirms that boxing will not be used as a pathway to promotion.

Warden tells Karen about Prewitt. Karen tells Warden that Holmes' resignation is forcing them back stateside; but Warden divulges he is not interested in becoming an officer. Karen walks away with both realizing their relationship has ended.

The Japanese attack Pearl Harbor. Warden keeps his head in the chaos. That night, Prewitt attempts to rejoin his company but is killed when he refuses to halt. Warden identifies him as a good soldier, but a hardhead.

Karen and Lorene coincidentally stand next to each other on the ship that is taking them to the mainland. Lorene tells Karen that her ""fiance"" died heroically during the Pearl Harbor attack and was awarded a silver star (none of which is true). She names Prewitt as the fiance, and looks at his bugle mouthpiece which she is holding. Karen recognizes the name, but stays silent. Lorene says ""Isn't that a silly old name?"""
e46daf966d764e1ef9d880884efa3b17a636e65d,test,"The film revolves around three characters who work in television news. Jane Craig (Holly Hunter) is a diminutive, talented, uptight, controlling, aggressive, and intelligent producer whose life revolves around her work. Jane's best friend and collaborator, Aaron Altman (Albert Brooks), is a gifted writer and reporter, ambitious for on-camera exposure and secretly in love with Jane. Tom Grunick (William Hurt), a local news anchorman who was promoted from sports anchorman, is tall, handsome, likeable and telegenic, but lacks news experience, general knowledge, intelligence and language skills. He knows that he was hired for his good looks and charm. He is attracted to Jane, although he is also intimidated by her skills and intensity.

All three of them work in the Washington, D.C., office of a national television network. Jane is drawn to Tom, but resents his lack of qualifications for his new position as news anchor. Aaron and Jane go to Nicaragua to report on the Sandinista rebels there and get caught up in a shooting battle between them and the contras but remain unscathed and bring home footage that wins the approval of their national anchorman. 

At an office party, one of Jane's female friends asks Jane if she would mind if she made a pass at Tom. Jane is ambivalent about Tom, saying no, then yes, then no again. News arrives of a Libyan plane having bombed a U.S. base in Italy. The network chief decides to put on a news show on the spot, with Tom as anchor and Jane as executive producer. Jane tells the network chief that Tom is in no way qualified for this job. The network chief disagrees with her and tells her sarcastically that it must feel great to always be right and more intelligent than everybody else in the room. Jane replies that it feels awful. Aaron is devastated that he has no role in the report as he had previously spent time overseas and knew a great deal about the subject matter. Watching the report from his home and noticing missing facts, Aaron calls Jane with the pertinent information, which she feeds to Tom through his earpiece. The special report is a huge success due to their teamwork.

Aaron also is appalled by Tom's lack of experience and knowledge, but accepts his advice when finally given an opportunity to anchor a newscast himself. Unfortunately, he lacks Tom's poise and composure in that seat. Tom coaches him but when Aaron becomes an anchorman for the first time in his life, he breaks out in what he calls a ""flop sweat"" and his debut as an anchorman is a disaster. Aaron acknowledges to Jane that he is in love with her, while trying to dissuade her from pursuing a love relationship with Tom. As a massive layoff hits the network, resulting in many colleagues losing their jobs, Aaron tenders his resignation and tells Jane he plans to take a job at a local television station in Portland, Oregon. However, before he leaves town he tells Jane of an interview Tom had conducted with a date rape victim in which Tom appeared to be weeping out of sympathy to his interviewee. Aaron says that Tom's tears were fake and then leaves. Jane views the footage herself and realizes that Tom had staged his tears.

Meeting Tom at the airport for a planned week-long getaway, Jane angrily confronts him, saying that his actions in the date-rape-victim interview were a breach of journalistic ethics and that she cannot in good conscience become personally involved with him. They separate. Jane has lost both Aaron and Tom. 

The three meet again seven years later. Tom has become a national network anchorman, Aaron has a wife and child, and Jane has a new boyfriend who works in the Surgeon General's Office and loves water skiing. The film ends with Tom walking away and Aaron and Jane sitting on a bench, contemplating their lives."
0eae0c4823bd37d58a7b23798c37fd0818bad032,train,"In the summer of 1962, brainy, reserved fifth grader Scotty Smalls moves with his parents to the San Fernando Valley, where he has difficulty making friends. He tries to join a group of boys who play baseball daily in a local sandlot, but is embarrassed by his inability to catch or throw the ball. An attempt to learn to play catch with his stepfather, Bill, results in a black eye. Nevertheless, he is invited to join the team by their leader and best player, Benny Rodriguez, who mentors him. When catcher Hamilton ""Ham"" Porter hits a home run into a backyard, Scotty attempts to retrieve the ball but is stopped by the other boys, who tell him of ""the Beast"", a junkyard dog supposedly so large and savage that it has become a neighborhood legend. Many baseballs hit into the yard over the years have all been claimed by the Beast, which is kept chained up by its owner, Mr. Mertle. 

One particularly hot day, the boys visit the community pool. Michael ""Squints"" Palledorous has a crush on lifeguard Wendy Peffercorn, and fakes drowning in order to get her to administer mouth-to-mouth resuscitation. The sandlot team is banned from the pool, but Squints' reputation is boosted. On the Fourth of July the team plays a night game by the light of the fireworks, and Scotty observes that although to the rest of them baseball is just a game, it is Benny's true passion. Later, they are challenged to play against a rival Little League team whom they handily defeat. To celebrate, they visit a fair where they try chewing tobacco and ride a spinning carnival ride; the combination causes them to vomit all over themselves and others.

One day, Benny hits the team's only baseball so hard that he knocks the cover off. With Bill away on business, Scotty borrows a baseball from his trophy room that is autographed by legendary player Babe Ruth. Being ignorant of baseball history, Scotty does not realize the ball's value, and hits his first home run, sending it into the Beast's yard. When the other boys learn of the autograph, they tell Scotty its value and make several attempts to get the ball out of the yard using makeshift retrieval devices, but each is destroyed by the Beast. Benny has a dream in which the spirit of Babe Ruth advises him to retrieve the ball himself, and that this will be the moment that makes him a legend.

Benny goes over the fence and ""pickles"" the Beast to retrieve the ball, but the English Mastiff breaks its chain and leaps over the fence in pursuit. It chases Benny through town, resulting in several comedic situations, and eventually back to the sandlot. Benny jumps back into Mr. Mertle's yard, but the Beast crashes through the fence, which falls down on top of it. Scotty and Benny lift the fence to free the dog, who shows gratitude by leading them to its stash of baseballs. They meet Mr. Mertle, who turns out to be a former baseball player who played with Babe Ruth but went blind after being struck by a baseball. He kindly trades them the chewed-up ball for one autographed by all of the 1927 New York Yankees. Scotty gives this ball to Bill, and their father-and-son relationship improves. The boys continue to play baseball on the sandlot, with the Beast--whose real name is Hercules--as their mascot.

Over the next few years, the sandlot kids go their separate ways. Benny's exploit with the Beast earns him the nickname ""the Jet"", and he goes on to play for the Los Angeles Dodgers. Scotty becomes a sports commentator, and covers a game against the San Francisco Giants in which Benny successfully steals home. Celebrating his victory, the two exchange thumbs up."
25643d5e536303284b5c4148ab4243671580adeb,train,"In 1973, sports handicapper and Mafia associate Sam ""Ace"" Rothstein is sent by the Chicago Outfit to Las Vegas, Nevada to run the Teamsters-funded Tangiers Casino, while Philip Green serves as the mob's hotel CEO front man. Sam doubles the casino's profits, which are skimmed by the mafia before taxes are paid. Mafia boss Remo Gaggi sends Sam's childhood friend and mob enforcer Nicholas ""Nicky"" Santoro, Nicky's younger brother Dominick, and Nicky's childhood friend Frank Marino to protect Sam and the skimming operation. Nicky's volatile temper and Chicago criminal background eventually get him placed into the Nevada Black Book, banning Nicky from every casino in Nevada. Dominick and Marino gather their own experienced mob crew and often engage in non-sanctioned shakedowns and elaborate burglaries instead.

Sam meets and soon falls in love with a beautiful hustler, dancer, and former prostitute Ginger McKenna. They soon have a daughter and marry, but their marriage is quickly thrown into turmoil due to Ginger's relationship with her former boyfriend, con artist-turned-pimp Lester Diamond. Sam has Nicky and his crew beat Lester when they catch him conning Ginger out of $25,000. Ginger turns to alcohol and develops an increasingly problematic drug addiction.

In 1976, Sam fires slot manager Don Ward for incompetence. When Don's brother-in-law, Clark County Commission chairman Pat Webb, fails to convince Sam to rehire Don, Pat arranges for Sam's gaming license to be denied, jeopardizing his position. Sam blames Nicky's recklessness for ongoing police and Nevada Gaming Board pressure, and the two argue furiously in the Mojave desert when Sam attempts to convince Nicky to leave Las Vegas. Sam starts hosting a local television talk show, and both Nicky and the Chicago bosses become upset with Sam making himself such a public figure and bringing unwanted attention to their operations.

When the casino counters begin stealing some of the profits for themselves, the Midwest Mafia bosses put incompetent Kansas City underboss Artie Piscano in charge of overseeing all cash transactions. Artie writes everything he knows about Las Vegas and the skimming operation in a private notebook, and rants about the cash costs in his grocery store. The FBI, having already wired Artie's store regarding a separate crime, are spurred into investigating Sam's casino.

Sam seeks to divorce Ginger, who then kidnaps their daughter, Amy, planning to flee to Europe with Lester. Sam convinces Ginger to come back with Amy, but overhears her talking on the phone about killing him. Sam kicks her out of their home, but later lets her back in. Ginger approaches Nicky to get her valuables from Sam's safe deposit box, and the two start an affair. Sam eventually finds out, and confronts and disowns Ginger, and ends his friendship with Nicky. Nicky finishes with Ginger when she demands he kill Sam. He throws her out instead. Drunk and furious, Ginger crashes her car into Sam's in the driveway and retrieves the key to their deposit box. Although she succeeds in taking some of the contents, the FBI arrests her as a witness.

In 1979, the FBI closes the casino and Green eventually cooperates with the authorities. Piscano dies of a heart attack when federal agents discover his notebook while executing a search warrant on his home. The FBI approaches Sam for help by showing him photos of Nicky and Ginger together, but he turns them down. The bosses are arrested and put on trial, and start to arrange the murders of anyone who might testify against them and prolong their subsequent sentences. Ginger dies of a drug overdose, and Sam barely escapes death by a car bomb, suspecting Nicky to be the culprit. Before Sam can take revenge, however, the bosses, having grown tired of Nicky's ongoing legal issues and angered by his apparent unauthorized attempt on Sam's life, order Marino and his own crew to ambush Nicky and Dominick in exchange for clemency. After being taken to an Indiana cornfield under the impression that they are attending a meetup, the two brothers are brutally beaten with baseball bats and buried alive in a shallow grave.

With the mob now out of licensing fronts, the casinos are purchased by big corporations and demolished to make way for new and larger hotel-casino attractions, which Sam laments. He retires to San Diego, and lives as a sports handicapper, in his own words, ending up ""right back where I started""."
7c531dc41880b96b8acfaf66a39a85b91d68b636,train,"Sam Dawson (Sean Penn), a man with an intellectual disability, is the single father of Lucy (Dakota Fanning) who is an 8-year-old second grader following their abandonment by her mother, a homeless woman whom Sam had a sexual encounter with. Sam is well-adjusted and has a supportive group of friends with disabilities, as well as a kind, agoraphobic neighbor, Annie (Dianne Wiest), who takes care of Lucy when Sam cannot. Though Sam provides a loving place for precocious Lucy, she soon surpasses his mental ability.

Other children bully her for having an intellectually disabled father, and she becomes too embarrassed to accept that she is more advanced than he is. In danger of losing custody, Sam gets advice from his friends and also hires a lawyer, Rita Harrison (Michelle Pfeiffer), whose absorption in her work and neglect of her son reveal her to be at least as handicapped as Sam is, although in a socially acceptable way. In an attempt to prove that she is not cold, Rita agrees to take on Sam's case pro bono. As they work to secure Sam's rights, Sam helps Rita see her own life anew. This includes encouraging her to leave her philandering husband and repair her fractious relationship with her son.

At the trial, Sam cries. Afterwards, Lucy resides in a foster home with Randy Carpenter (Laura Dern) but tries to convince Sam to help her run away. She continually escapes in the middle of the night to go to his apartment, though he immediately returns her. However, the foster parents decide not to adopt her as they had planned and return her to Sam. Randy assures him that she will tell the judge (Ken Jenkins) Sam is the better parent for Lucy. In turn, Sam asks Randy if she will help him raise Lucy, because he feels she needs a mother figure.

The final scene depicts a soccer game, in which Sam referees and Lucy participates as a player. In attendance are Lucy's former foster family, Sam's friendship group, and a newly single Rita with her son."
