document_id,set,script_url,script_file_size,script_word_count,script_start,script_end,wiki_url,wiki_title
a26bc396e0080e4cfbfce97805de7af5c0585c9f,train,http://www.imsdb.com/scripts/G.I.-Joe-The-Rise-of-Cobra.html,0,,,,http://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra,G.I. Joe: The Rise of Cobra
f690ed7d1b4df099570eb334a1eea4560ff47553,train,http://www.imsdb.com/scripts/Erin-Brockovich.html,0,,,,http://en.wikipedia.org/wiki/Erin_Brockovich_(film),Erin Brockovich
caf5fd973848f97d2f87b3360c04b94295b195c0,test,http://www.imsdb.com/scripts/Mr-Brooks.html,0,,,,http://en.wikipedia.org/wiki/Mr._Brooks,Mr. Brooks
c267a4c7726d7310bef4c5f83e0019e1188d3163,train,http://www.imsdb.com/scripts/Ordinary-People.html,0,,,,http://en.wikipedia.org/wiki/Ordinary_People,Ordinary People
17bd25b506b7f50d47cfb40b59ea6ffab6b4951e,train,http://www.imsdb.com/Movie%20Scripts/Room%20Script.html,0,,,,https://en.wikipedia.org/wiki/Room_(2015_film),Room (2015 film)
a27c63de29c9417177b3f83c82de807eb33117c4,valid,http://www.imsdb.com/Movie%20Scripts/Good%20Girl%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Good_Girl,The Good Girl
0c430f6e82aa476ed2740e1b88a2724e244b028b,train,http://www.imsdb.com/scripts/Swingers.html,0,,,,http://en.wikipedia.org/wiki/Swingers_(1996_film),Swingers (1996 film)
f05fe0123b70e92a3811852436bcc1e5e22ac31b,test,http://www.imsdb.com/scripts/Hard-Rain.html,0,,,,http://en.wikipedia.org/wiki/Hard_Rain_(film),Hard Rain
87211e0c5ad23ebfd58f09f863e65060db626a25,train,http://www.imsdb.com/Movie%20Scripts/Program%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Program_(1993_film),The Program (1993 film)
12c71e2e83818722da4c99f8a6678756e261bd0d,train,http://www.imsdb.com/scripts/Eastern-Promises.html,0,,,,http://en.wikipedia.org/wiki/Eastern_Promises,Eastern Promises
2e5249c33fb205e3e5dfa75589aa56cadb896921,train,http://www.imsdb.com/scripts/Jurassic-Park-The-Lost-World.html,0,,,,http://en.wikipedia.org/wiki/The_Lost_World:_Jurassic_Park,The Lost World: Jurassic Park
58792a49551d4170f84cfe956dd65d4445127eb5,test,http://www.imsdb.com/Movie%20Scripts/Fugitive%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Fugitive_(1993_film),The Fugitive (1993 film)
539820446deb3ce21345734906bdb9183a203477,train,http://www.imsdb.com/scripts/Awakenings.html,0,,,,http://en.wikipedia.org/wiki/Awakenings,Awakenings
0bf22b8392a08697ea26e0576db9cbd3c9680ff0,train,http://www.imsdb.com/scripts/TRON.html,0,,,,http://en.wikipedia.org/wiki/Tron,Tron
8d5bb32aa11261aab18d889b2a6f6cbb0b11057a,train,http://www.imsdb.com/Movie%20Scripts/Nashville%20Script.html,0,,,,https://en.wikipedia.org/wiki/Nashville_(film),Nashville
a87ca1b4181653a0ac2ceb78bce02d50aa050bea,train,http://www.imsdb.com/scripts/Jaws-2.html,0,,,,http://en.wikipedia.org/wiki/Jaws_2,Jaws 2
f526defcbb1fd90d95659ca052d75535714317c7,train,http://www.imsdb.com/Movie%20Scripts/Cell%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Cell,The Cell
24f863da340a78cecf3912d0df852c0518ac7ff8,test,http://www.imsdb.com/scripts/English-Patient%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_English_Patient_(film),The English Patient
4b84a4bb071e196478e68d1e47b9fa89ed7ad862,test,http://www.imsdb.com/Movie%20Scripts/I%20Am%20Number%20Four%20Script.html,0,,,,https://en.wikipedia.org/wiki/I_Am_Number_Four_(film),I Am Number Four
029a740fdf3ac1035b1113b2dcfa22339ddfce6a,test,http://www.imsdb.com/scripts/Rocky.html,0,,,,http://en.wikipedia.org/wiki/Rocky,Rocky
9fd4a860c2a7c399aa49fc617715a0e9a034ea02,train,http://www.imsdb.com/scripts/Star-Wars-The-Empire-Strikes-Back.html,0,,,,http://en.wikipedia.org/wiki/The_Empire_Strikes_Back,The Empire Strikes Back
0931cf63c5f04c802f45506daa77cdf5046ae686,valid,http://www.imsdb.com/scripts/Dumb-and-Dumber.html,0,,,,http://en.wikipedia.org/wiki/Dumb_and_Dumber,Dumb and Dumber
16d2797bb0e9b1065b22dada221e1628e285ba0b,train,http://www.imsdb.com/scripts/Mulholland-Drive.html,0,,,,http://en.wikipedia.org/wiki/Mulholland_Drive_(film),Mulholland Drive
a3bb8accd000ee75a56ea794ba66140f97941a07,train,http://www.imsdb.com/scripts/Verdict%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Verdict,The Verdict
7bb6637685c09c5f743f71eec12dca2ff6ff67dd,test,http://www.imsdb.com/Movie%20Scripts/Jimmy%20and%20Judy%20Script.html,0,,,,https://en.wikipedia.org/wiki/Jimmy_and_Judy,Jimmy and Judy
0ea04863a357ed4f91b9427d73a817f6dbf153db,train,http://www.imsdb.com/scripts/Day-the-Clown-Cried%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Day_the_Clown_Cried,The Day the Clown Cried
8dbdc5691e9d6fe9eb963d71683194a71879e445,valid,http://www.imsdb.com/scripts/Jerry-Maguire.html,0,,,,http://en.wikipedia.org/wiki/Jerry_Maguire,Jerry Maguire
033bb589c19b6cda3e84fa8c7c1a3551097f70ae,train,http://www.imsdb.com/scripts/Simone.html,0,,,,http://en.wikipedia.org/wiki/Simone_(2002_film),Simone (2002 film)
a23a38f724eef7b4ea881a0dde1304572634bdfd,train,http://www.imsdb.com/scripts/Austin-Powers---The-Spy-Who-Shagged-Me.html,0,,,,http://en.wikipedia.org/wiki/Austin_Powers:_The_Spy_Who_Shagged_Me,Austin Powers: The Spy Who Shagged Me
7d06f832a3fcd70dd72c94dfc1f3f4193c7f15bb,train,http://www.imsdb.com/scripts/Major-League.html,0,,,,http://en.wikipedia.org/wiki/Major_League_(film),Major League
b58473f7fde05dde2fb4d5512f35b609b402edac,valid,http://www.imsdb.com/scripts/Moon.html,0,,,,http://en.wikipedia.org/wiki/Moon_(film),Moon
ef6814cbec254290475674b3f894c936da686503,train,http://www.imsdb.com/scripts/Pandorum.html,0,,,,http://en.wikipedia.org/wiki/Pandorum,Pandorum
d5c598dd8f918bb029fe39ac3308758894ad3110,train,http://www.imsdb.com/Movie%20Scripts/Hotel%20Rwanda%20Script.html,0,,,,https://en.wikipedia.org/wiki/Hotel_Rwanda,Hotel Rwanda
ab764913421a5e1e4aacd9d1d81ea4abfc2d8c58,train,http://www.imsdb.com/scripts/Synecdoche%2C-New-York.html,0,,,,"http://en.wikipedia.org/wiki/Synecdoche,_New_York","Synecdoche, New York"
7e11fd12b3b2cf869d6b5fe9609fb16d9be25889,train,http://www.imsdb.com/scripts/Elizabeth-The-Golden-Age.html,0,,,,http://en.wikipedia.org/wiki/Elizabeth:_The_Golden_Age,Elizabeth: The Golden Age
3e28fa248296a262c195c999cbb34d4c15ecb890,train,http://www.imsdb.com/Movie%20Scripts/Beauty%20and%20the%20Beast%20Script.html,0,,,,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1946_film),Beauty and the Beast (1946 film)
76eac45695a363b5019846687ffc55dd2e97fbb3,test,http://www.imsdb.com/Movie%20Scripts/Lost%20Horizon%20Script.html,0,,,,https://en.wikipedia.org/wiki/Lost_Horizon_(1937_film),Lost Horizon (1937 film)
ddd98c697ae53b8c7f69eaa9a23fface5dee1d06,train,http://www.imsdb.com/scripts/Ed-Wood.html,0,,,,http://en.wikipedia.org/wiki/Ed_Wood_(film),Ed Wood
0c903da899c5478bddc1d1fdbed175f2d388a1c1,valid,http://www.imsdb.com/scripts/Grifters%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Grifters_(film),The Grifters
2f7724288ac6fc40e10f6f1e4e4e28ba7fa02a24,train,http://www.imsdb.com/scripts/Nightmare-on-Elm-Street%2C-A.html,0,,,,http://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street,A Nightmare on Elm Street
ae41f9876e72571bd6ec848d0c5d728c2ef5bc73,train,http://www.imsdb.com/scripts/Heavenly-Creatures.html,0,,,,http://en.wikipedia.org/wiki/Heavenly_Creatures,Heavenly Creatures
a14dbe3cac5ccef0dafa8c068c6553981211a424,train,http://www.imsdb.com/scripts/Sweeney-Todd-The-Demon-Barber-of-Fleet-Street.html,0,,,,http://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film),Sweeney Todd: The Demon Barber of Fleet Street (2007 film)
16b940b11d7c768c3dbb496f63a0f9ab871b9ca7,train,http://www.imsdb.com/scripts/Scream-3.html,0,,,,http://en.wikipedia.org/wiki/Scream_3,Scream 3
dd5d4b2e00220ce5707832fdb012426dca1035bb,train,http://www.imsdb.com/Movie%20Scripts/Three%20Musketeers%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Three_Musketeers_(1993_film),The Three Musketeers (1993 film)
c954a1957cbbe649bbfd2316d006f76f01f468b9,valid,http://www.imsdb.com/Movie%20Scripts/Beasts%20of%20No%20Nation%20Script.html,0,,,,https://en.wikipedia.org/wiki/Beasts_of_No_Nation_(film),Beasts of No Nation
67d5fdf95f736fc02c83889411d1a4c17f58532a,test,http://www.imsdb.com/scripts/Brazil.html,0,,,,http://en.wikipedia.org/wiki/Brazil_(1985_film),Brazil (1985 film)
88c0c064b373d0b89bb1a969168cd0facdc9d9a4,test,http://www.imsdb.com/Movie%20Scripts/Bachelor%20Party%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Bachelor_Party,The Bachelor Party
b9f5d6dd6fb2d4aa93baa7a651304fc212839a5a,train,http://www.imsdb.com/Movie%20Scripts/Monte%20Carlo%20Script.html,0,,,,https://en.wikipedia.org/wiki/Monte_Carlo_(2011_film),Monte Carlo (2011 film)
6f5ce6811795baf842e87ff5c85adaa14a4174ad,train,http://www.imsdb.com/scripts/War-of-the-Worlds.html,0,,,,http://en.wikipedia.org/wiki/War_of_the_Worlds_(2005_film),War of the Worlds (2005 film)
3ca8d1affd1c018f82b836b8169e5a6daa4ddd76,train,http://www.imsdb.com/scripts/Perfect-World%2C-A.html,0,,,,http://en.wikipedia.org/wiki/A_Perfect_World,A Perfect World
d43316bc5d674dc8099df207d3f1bae748c15f0d,train,http://www.awesomefilm.com/script/walkingtall.html,0,,,,http://en.wikipedia.org/wiki/Walking_Tall_(2004_film),Walking Tall (2004 film)
d1d9f24c95828c29843f0de27cf267630946a7b0,valid,http://www.imsdb.com/Movie%20Scripts/I%20Spit%20on%20Your%20Grave%20Script.html,0,,,,https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave_(2010_film),I Spit on Your Grave (2010 film)
eae94ed007f44731b7979c3ce698e0cb3c11aa4c,train,http://www.imsdb.com/scripts/Bamboozled.html,0,,,,http://en.wikipedia.org/wiki/Bamboozled,Bamboozled
1fb26fddc19717a35f0a915134be073534c7cb02,train,http://www.imsdb.com/scripts/Salton-Sea%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Salton_Sea_(2002_film),The Salton Sea (2002 film)
cb7c1deb168c88f655db80af693f747beb1c2d32,test,http://www.imsdb.com/Movie%20Scripts/Bad%20Country%20Script.html,0,,,,https://en.wikipedia.org/wiki/Bad_Country,Bad Country
b6bc1737cb1ba20cab8868723a62e0c85e5a34b6,valid,http://www.imsdb.com/Movie%20Scripts/Signs%20Script.html,0,,,,https://en.wikipedia.org/wiki/Signs_(2002_film),Signs (2002 film)
4a9063a773efe25568f7a728e3fc40893b93b3d8,train,http://www.imsdb.com/scripts/Broken-Embraces.html,0,,,,http://en.wikipedia.org/wiki/Broken_Embraces,Broken Embraces
c91f5accc46ed9bc4edc8dc30de1c9c216c88553,train,http://www.imsdb.com/scripts/Liar-Liar.html,0,,,,http://en.wikipedia.org/wiki/Liar_Liar,Liar Liar
1da442f1757354295f660405a3d7e5ee00fcfa85,train,http://www.imsdb.com/Movie%20Scripts/Perfect%20Creature%20Script.html,0,,,,https://en.wikipedia.org/wiki/Perfect_Creature,Perfect Creature
d6dfd4701a299e814c719dab23d3be2993e75a2a,train,http://www.imsdb.com/scripts/Confessions-of-a-Dangerous-Mind.html,0,,,,http://en.wikipedia.org/wiki/Confessions_of_a_Dangerous_Mind,Confessions of a Dangerous Mind
49202d5a050b1acc33e451149270b683e1ef692e,train,http://www.imsdb.com/scripts/42.html,0,,,,http://en.wikipedia.org/wiki/42_(film),42
b17868740f85e7fc9975f007dd4e1d2884bc324a,train,http://www.imsdb.com/scripts/April-Fool%27s-Day.html,0,,,,http://en.wikipedia.org/wiki/April_Fool's_Day_(1986_film),April Fool's Day (1986 film)
97d5bd328e755273f400c401fd5aad1b76a1d0af,test,http://www.imsdb.com/Movie%20Scripts/Kramer%20vs%20Kramer%20Script.html,0,,,,https://en.wikipedia.org/wiki/Kramer_vs._Kramer,Kramer vs. Kramer
13ce186df09d2f35d754fce9bf19792ee8ed686a,train,http://www.imsdb.com/scripts/Analyze-That.html,0,,,,http://en.wikipedia.org/wiki/Analyze_That,Analyze That
4951655646efbba68ddae50d87f3b58a7b7ec5a8,test,http://www.imsdb.com/scripts/Backdraft.html,0,,,,http://en.wikipedia.org/wiki/Backdraft_(film),Backdraft
8c7691982d4add4766adf873a111129e98f7d514,train,http://www.imsdb.com/scripts/You%27ve-Got-Mail.html,0,,,,http://en.wikipedia.org/wiki/You've_Got_Mail,You've Got Mail
c451f90e68a1532adaaafe2aaa53decafe5e24ed,train,http://www.imsdb.com/Movie%20Scripts/True%20Grit%20Script.html,0,,,,https://en.wikipedia.org/wiki/True_Grit_(2010_film),True Grit (2010 film)
6627fb902b72abd64c2c8d8c56a4ab5e38708d13,train,http://www.imsdb.com/scripts/Pet-Sematary-II.html,0,,,,http://en.wikipedia.org/wiki/Pet_Sematary_Two,Pet Sematary Two
4748714f7b2970f715a3d5a1207358b80d55a1c0,test,http://www.imsdb.com/scripts/Indiana-Jones-and-the-Raiders-of-the-Lost-Ark.html,0,,,,http://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark,Raiders of the Lost Ark
c80e00541330f3535575f4ee23253d8189123281,train,http://www.imsdb.com/scripts/Star-Trek.html,0,,,,http://en.wikipedia.org/wiki/Star_Trek_(film),Star Trek
08595a22b03ee08e0ce7d0bc348ce49622c7f60d,train,http://www.imsdb.com/scripts/Jackie-Brown.html,0,,,,http://en.wikipedia.org/wiki/Jackie_Brown,Jackie Brown
bad5ec2c3f50facfd5fa90c49af23ce1cb2a6007,train,http://www.imsdb.com/scripts/Dogma.html,0,,,,http://en.wikipedia.org/wiki/Dogma_(film),Dogma
2775f3d578e32cba306fe791e30099b8e1b9df63,valid,http://www.imsdb.com/scripts/Funny-People.html,0,,,,http://en.wikipedia.org/wiki/Funny_People,Funny People
80439eaadece0b9102e83483e99d23d173eca18f,train,http://www.imsdb.com/scripts/Ringu.html,0,,,,http://en.wikipedia.org/wiki/Ring_(film),Ring
835731b91967631c39691be9d880569193a54f52,test,http://www.imsdb.com/Movie%20Scripts/Little%20Men%20Script.html,0,,,,https://en.wikipedia.org/wiki/Little_Men_(2016_film),Little Men (2016 film)
abd2173e75c0742560d563e818fadadc3e961068,train,http://www.imsdb.com/scripts/L.A.-Confidential.html,0,,,,http://en.wikipedia.org/wiki/L.A._Confidential_(film),L.A. Confidential
80075d5b4adb30b9e790c72f194c6273db558b0f,train,http://www.imsdb.com/scripts/Watchmen.html,0,,,,http://en.wikipedia.org/wiki/Watchmen_(film),Watchmen
780bda6b3d64ff4eae6099ceeb2da8b3a6434b91,train,http://www.imsdb.com/scripts/Henry%27s-Crime.html,0,,,,http://en.wikipedia.org/wiki/Henry's_Crime,Henry's Crime
5626dd44205dd577303eaa0a8fa5ac0e6a40ed5a,train,http://www.imsdb.com/Movie%20Scripts/Deception%20Script.html,0,,,,https://en.wikipedia.org/wiki/Deception_(2008_film),Deception (2008 film)
c6055a1a9ee8d01cc0265eb1703cc8deb3ea3741,test,http://www.imsdb.com/scripts/Midnight-Express.html,0,,,,http://en.wikipedia.org/wiki/Midnight_Express_(film),Midnight Express
d7ddb55989cbaffed25b7ad45f2411de11a3faf5,train,http://www.imsdb.com/scripts/Memento.html,0,,,,http://en.wikipedia.org/wiki/Memento_(film),Memento
6c9605171dd0b9ccfdd4d7dc54893fbf57a0166e,train,http://www.imsdb.com/scripts/Abyss%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Abyss,The Abyss
8968c950036d844f49653a10ff442fd315ffc260,train,http://www.imsdb.com/Movie%20Scripts/Devil%27s%20Advocate%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Devil%27s_Advocate_(1997_film),The Devil%27s Advocate (1997 film)
6b99beacca19b068480b7551b5b020719866fb82,test,http://www.imsdb.com/scripts/Star-Trek-Generations.html,0,,,,http://en.wikipedia.org/wiki/Star_Trek_Generations,Star Trek Generations
ff1930c9010d7ed0142449f2a163c98b48590077,valid,http://www.imsdb.com/scripts/Curious-Case-of-Benjamin-Button%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Curious_Case_of_Benjamin_Button_(film),The Curious Case of Benjamin Button
ad1969a7e9b82b787b3b6fe7e925efc344bfc071,train,http://www.imsdb.com/scripts/Sunshine-Cleaning.html,0,,,,http://en.wikipedia.org/wiki/Sunshine_Cleaning,Sunshine Cleaning
edc62a012bccf94a77b847765a7a5e656070a720,train,http://www.imsdb.com/scripts/My-Best-Friend%27s-Wedding.html,0,,,,http://en.wikipedia.org/wiki/My_Best_Friend's_Wedding,My Best Friend's Wedding
561937bd11577f951007514f4bcb58cb5afd9f39,train,http://www.imsdb.com/Movie%20Scripts/Ghost%20Rider%20Script.html,0,,,,https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film),Ghost Rider (2007 film)
20e57957be529cd480b2dc424542589276b0ffd6,test,http://www.imsdb.com/Movie%20Scripts/Drive%20Script.html,0,,,,https://en.wikipedia.org/wiki/Drive_(2011_film),Drive (2011 film)
b00ee1647fff7d49cf8390a10e8b8604848b3c8f,test,http://www.imsdb.com/scripts/Never-Been-Kissed.html,0,,,,http://en.wikipedia.org/wiki/Never_Been_Kissed,Never Been Kissed
272a0ff0d1cad9cdcfc50152c965f9860d97444f,test,http://www.imsdb.com/Movie%20Scripts/Informant%2C%20The%20Script.html,0,,,,https://en.wikipedia.org/wiki/The_Informant!,The Informant!
a0edc743cad23e0f9b5ad7356ce6e4b0dd1fd4cb,train,http://www.imsdb.com/scripts/Avengers%2C-The-%282012%29.html,0,,,,http://en.wikipedia.org/wiki/The_Avengers_(2012_film),The Avengers (2012 film)
3886100273b5f259748d94bc8ee4c0b688e15d08,train,http://www.imsdb.com/scripts/Damned-United%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Damned_United,The Damned United
f1ff9ab0be51bd91ac1cadfd94787d46af824687,train,http://www.imsdb.com/Movie%20Scripts/Extract%20Script.html,0,,,,https://en.wikipedia.org/wiki/Extract_(film),Extract
67c5ee617c6d93996be357a050880c9b92d8de94,train,http://www.imsdb.com/Movie%20Scripts/Silver%20Bullet%20Script.html,0,,,,https://en.wikipedia.org/wiki/Silver_Bullet_(film),Silver Bullet
e1444dad1b0689b26ba6cb096097f62cb68037a5,train,http://www.imsdb.com/scripts/Inglourious-Basterds.html,0,,,,http://en.wikipedia.org/wiki/Inglourious_Basterds,Inglourious Basterds
0f94d62d13b0e2403c2bb006ac0ff885af6a61fa,train,http://www.imsdb.com/Movie%20Scripts/V%20for%20Vendetta%20Script.html,0,,,,https://en.wikipedia.org/wiki/V_for_Vendetta_(film),V for Vendetta
2a12feb224e730f1392cc2a49ee8dec0119a2768,train,http://www.imsdb.com/scripts/Gremlins.html,0,,,,http://en.wikipedia.org/wiki/Gremlins,Gremlins
6c7a8ea01c4108c5fe4a6ebcc3668238720950e6,train,http://www.imsdb.com/scripts/Tin-Cup.html,0,,,,http://en.wikipedia.org/wiki/Tin_Cup,Tin Cup
2b5f870228fa249119c3af291867fce6f6c63bb5,train,http://www.imsdb.com/Movie%20Scripts/Twilight%20Script.html,0,,,,https://en.wikipedia.org/wiki/Twilight_(2008_film),Twilight (2008 film)
e4aa0de0985e3f5b0055e1196cfab015aeb3c269,train,http://www.imsdb.com/scripts/Silver-Linings-Playbook.html,0,,,,http://en.wikipedia.org/wiki/Silver_Linings_Playbook,Silver Linings Playbook
b50b569dc673e485d9d1bda928824261d741c96d,train,http://www.imsdb.com/Movie%20Scripts/Les%20Tontons%20Flingueurs%20Script.html,0,,,,https://en.wikipedia.org/wiki/Les_Tontons_flingueurs,Les Tontons flingueurs
5c6ede9beac9adf6256dad60b1d2190a895e096b,train,http://www.imsdb.com/scripts/Mighty-Morphin-Power-Rangers-The-Movie.html,0,,,,http://en.wikipedia.org/wiki/Mighty_Morphin_Power_Rangers:_The_Movie,Mighty Morphin Power Rangers: The Movie
9b29f574300a892eaee6223dd916f435f08d5328,train,http://www.imsdb.com/scripts/How-to-Train-Your-Dragon-2.html,0,,,,http://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2,How to Train Your Dragon 2
8966bded8dc4640f9acaef46b77879fedbc86906,train,http://www.imsdb.com/Movie%20Scripts/Passengers%20Script.html,0,,,,https://en.wikipedia.org/wiki/Passengers_(2016_film),Passengers (2016 film)
8df0d1899519c4de0ffba191730175e3f96f6c9f,train,http://www.imsdb.com/scripts/Fletch.html,0,,,,http://en.wikipedia.org/wiki/Fletch_(film),Fletch
d5f8f393b416a375ef44075a445f1ec519304e70,train,http://www.imsdb.com/scripts/Horrible-Bosses.html,0,,,,http://en.wikipedia.org/wiki/Horrible_Bosses,Horrible Bosses
e4a67b67a701b16733ea91bb3198d4f14252fa57,train,http://www.imsdb.com/scripts/12-and-Holding.html,0,,,,http://en.wikipedia.org/wiki/12_and_Holding,12 and Holding
2b69ac2c466ed6eb1eecae4aea342a87c25d4adc,train,http://www.imsdb.com/scripts/Jennifer%27s-Body.html,0,,,,http://en.wikipedia.org/wiki/Jennifer's_Body,Jennifer's Body
450fbb0c7154003aebbb541eeb174549c768d134,train,http://www.imsdb.com/scripts/As-Good-As-It-Gets.html,0,,,,http://en.wikipedia.org/wiki/As_Good_as_It_Gets,As Good as It Gets
2583d7571191ec5e2276ac3c46fb2f2b9792f094,train,http://www.imsdb.com/scripts/JFK.html,0,,,,http://en.wikipedia.org/wiki/JFK_(film),JFK
2df9d43d37287529b28960a1a08e37e8c98329ac,valid,http://www.imsdb.com/scripts/Zero-Dark-Thirty.html,0,,,,http://en.wikipedia.org/wiki/Zero_Dark_Thirty,Zero Dark Thirty
b4004b8eda9ecaab0f5a75e15c0c5ce4e5af6b4f,train,http://www.imsdb.com/Movie%20Scripts/Enough%20Script.html,0,,,,https://en.wikipedia.org/wiki/Enough_(film),Enough
d20dc98cae0663ca512c25437deee3e834048cb2,train,http://www.imsdb.com/scripts/Big-Lebowski%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Big_Lebowski,The Big Lebowski
0e607272b34d4b2d6afbcc281e5e677c9b3986e7,train,http://www.imsdb.com/scripts/Hellraiser-3-Hell-on-Earth.html,0,,,,http://en.wikipedia.org/wiki/Hellraiser_III:_Hell_on_Earth,Hellraiser III: Hell on Earth
e47c3011eaeedc9cc91e2fb62e97e59e22a406d3,valid,http://www.imsdb.com/scripts/Alien-Resurrection.html,0,,,,http://en.wikipedia.org/wiki/Alien:_Resurrection,Alien: Resurrection
7a4742f68df4f7dc8b0ef7ad98ee391f16b5976f,train,http://www.imsdb.com/Movie%20Scripts/Jane%20Eyre%20Script.html,0,,,,https://en.wikipedia.org/wiki/Jane_Eyre_(2011_film),Jane Eyre (2011 film)
12b4ec259859e46679be2a584330d5bcf18c68c3,train,http://www.imsdb.com/scripts/Ginger-Snaps.html,0,,,,http://en.wikipedia.org/wiki/Ginger_Snaps_(film),Ginger Snaps
4a4bdf3814f96b8e4389a181c6cb11f00aafa45a,train,http://www.imsdb.com/Movie%20Scripts/A%20Most%20Violent%20Year%20Script.html,0,,,,https://en.wikipedia.org/wiki/A_Most_Violent_Year,A Most Violent Year
6335edf1595c1a06dcce45c75982b94b9ba4b18b,train,http://www.imsdb.com/scripts/Boondock-Saints%2C-The.html,0,,,,http://en.wikipedia.org/wiki/The_Boondock_Saints,The Boondock Saints
edb27000fa1c0a9dc60ab8048f5a55263a387709,valid,http://www.imsdb.com/Movie%20Scripts/BlacKkKlansman%20Script.html,0,,,,https://en.wikipedia.org/wiki/BlacKkKlansman,BlacKkKlansman
5cbe15fb8ddb48ffc00aef686e1b3f0a544c9e7a,test,http://www.imsdb.com/scripts/Colombiana.html,0,,,,http://en.wikipedia.org/wiki/Colombiana,Colombiana
a6e08378a08e7a18737d06862974b8b764e3654a,train,http://www.imsdb.com/Movie%20Scripts/Jay%20and%20Silent%20Bob%20Strike%20Back%20Script.html,0,,,,https://en.wikipedia.org/wiki/Jay_and_Silent_Bob_Strike_Back,Jay and Silent Bob Strike Back
17985e277016934f690ccb63cc1985993fed6015,valid,http://www.imsdb.com/scripts/Shampoo.html,0,,,,http://en.wikipedia.org/wiki/Shampoo_(film),Shampoo
08bca1206b12a1c466c3c2aeb2dc065c74c5a7b3,train,http://www.imsdb.com/scripts/Margin-Call.html,0,,,,http://en.wikipedia.org/wiki/Margin_Call_(film),Margin Call
